id;sexo;edad;provincia;hab;hijos;clase_social;situacion_laboral;educacion;prob_participacion_electoral;prob_voto_partido;partido_afin_ideologicamente;voto_partidario_elecciones_anteriores;escala_iz_der;candidato_edad_ideal;candidato_clasesocial_ideal;candidato_experiencialaboral_ideal;candidato_carreraprofesional_ideal;canditado_honrado;canditado_preparado;canditado_experimentado;canditado_empático;canditado_inteligente;candidato_valiente;candidato_carismatico;candidato_respetuoso;candidato_bueno;candidato_determinado;candidato_egoista;candidato_intransigente;candidato_perezoso;candidato_soberbio;candidato_frívolo;candidato_tranformador;candidato_autoritario;candidato_conciliador;candidato_común;candidato_cercano;candidato_confiable;candidato_cuidadoso;candidato_económico
1094;Hombre;35-44;Madrid;Más de 10.000;Sí, con uno/a de 0 a 8 años;Alta / Media Alta;Trabaja;Tercer grado, segundo ciclo y más;0 con toda seguridad, NO iría a votar;No votaré;PACMA (Partido Animalista Contra el Maltrato Animal);PP (Partido Popular);8;Menos de 60 años;Me es indiferente;Con experiencia laboral en el sector privado;Con una carrera profesional fuera de la política;Yolanda Díaz;Yolanda Díaz;Pedro Sánchez;Yolanda Díaz;Yolanda Díaz;Santiago Abascal;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz;Santiago Abascal;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Yolanda Díaz;Alberto Núñez Feijóo;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz
1095;Hombre;55-64;Sevilla;Más de 10.000;Sí, con uno/a de 18 años o más;Alta / Media Alta;Trabaja;Tercer grado, segundo ciclo y más;10 con toda seguridad, iría a votar;PP (Partido Popular);PP (Partido Popular);PP (Partido Popular);7;Menos de 60 años;Me es indiferente;Con experiencia laboral en el sector público;Con una carrera profesional dentro de la política;Yolanda Díaz;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Yolanda Díaz;Alberto Núñez Feijóo;Santiago Abascal;Santiago Abascal;Alberto Núñez Feijóo;Yolanda Díaz;Santiago Abascal;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Yolanda Díaz;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Yolanda Díaz;Santiago Abascal;Yolanda Díaz;Alberto Núñez Feijóo
1096;Hombre;35-44;Cádiz;Más de 10.000;No convivo con ningún/a hijo/a;Media baja / Baja;Trabaja;Segundo grado, segundo ciclo;10 con toda seguridad, iría a votar;PP (Partido Popular);PP (Partido Popular);PP (Partido Popular);5;Me es indiferente;De clase media-baja o baja;Me es indiferente;Con una carrera profesional dentro de la política;Yolanda Díaz;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Santiago Abascal;Alberto Núñez Feijóo;Yolanda Díaz;Alberto Núñez Feijóo;Santiago Abascal;Santiago Abascal;Santiago Abascal;Santiago Abascal;Santiago Abascal;Santiago Abascal;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Santiago Abascal;Yolanda Díaz;Yolanda Díaz;Alberto Núñez Feijóo
1097;Hombre;55-64;Granada;Más de 10.000;Sí, con uno/a de 18 años o más;Media baja / Baja;Pensionista;Tercer grado, primer ciclo;9;Más País (Equo, Compromís, CHA);Más País (Equo, Compromís, CHA);Más País (Equo, Més Compromís, CHA);2;Menos de 60 años;Me es indiferente;Con experiencia laboral en el sector privado;Con una carrera profesional fuera de la política;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz;Santiago Abascal;Santiago Abascal;Alberto Núñez Feijóo;Santiago Abascal;Pedro Sánchez;Yolanda Díaz;Santiago Abascal;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz
1098;Hombre;65+;Castellón/Castelló;Más de 10.000;Sí, con uno/a de 18 años o más;Alta / Media Alta;Pensionista;Tercer grado, segundo ciclo y más;10 con toda seguridad, iría a votar;Vox;PP (Partido Popular);Vox;9;Más de 60 años;De clase media-baja o baja;Con experiencia laboral en el sector público;Con una carrera profesional fuera de la política;Santiago Abascal;Santiago Abascal;Alberto Núñez Feijóo;Yolanda Díaz;Alberto Núñez Feijóo;Santiago Abascal;Santiago Abascal;Alberto Núñez Feijóo;Santiago Abascal;Santiago Abascal;Pedro Sánchez;Yolanda Díaz;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Santiago Abascal;Santiago Abascal;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Santiago Abascal;Santiago Abascal;Alberto Núñez Feijóo;Alberto Núñez Feijóo
1099;Hombre;18-24;Zaragoza;Más de 10.000;Sí, con uno/a de 0 a 8 años;Alta / Media Alta;Trabaja;Tercer grado, primer ciclo;10 con toda seguridad, iría a votar;PSOE (Partido Socialista Obrero Español);PSOE (Partido Socialista Obrero Español);PP (Partido Popular);4;Menos de 60 años;De clase media-baja o baja;Con experiencia laboral en el sector público;Me es indiferente;Yolanda Díaz;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Yolanda Díaz;Alberto Núñez Feijóo;Santiago Abascal;Pedro Sánchez;Pedro Sánchez;Yolanda Díaz;Santiago Abascal;Santiago Abascal;Yolanda Díaz;Alberto Núñez Feijóo;Pedro Sánchez;Santiago Abascal;Yolanda Díaz;Santiago Abascal;Pedro Sánchez;Alberto Núñez Feijóo;Yolanda Díaz;Alberto Núñez Feijóo;Santiago Abascal;Pedro Sánchez
1100;Hombre;18-24;Cuenca;Más de 10.000;No convivo con ningún/a hijo/a;Media;Estudiante;Segundo grado, segundo ciclo;7;PP (Partido Popular);PP (Partido Popular);PSOE (Partido Socialista Obrero Español);6;Menos de 60 años;De clase media-alta o alta;Con experiencia laboral en el sector privado;Con una carrera profesional dentro de la política;Santiago Abascal;Santiago Abascal;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Santiago Abascal;Santiago Abascal;Pedro Sánchez;Pedro Sánchez;Santiago Abascal;Yolanda Díaz;Alberto Núñez Feijóo;Yolanda Díaz;Alberto Núñez Feijóo;Yolanda Díaz;Santiago Abascal;Santiago Abascal;Santiago Abascal;Santiago Abascal;Santiago Abascal;Santiago Abascal;Santiago Abascal;Santiago Abascal
1101;Hombre;55-64;Bizkaia;Más de 10.000;No convivo con ningún/a hijo/a;Media baja / Baja;Parado;Segundo grado, segundo ciclo;0 con toda seguridad, NO iría a votar;No votaré;Ninguno;No voté;1;Me es indiferente;Me es indiferente;Me es indiferente;Me es indiferente;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Santiago Abascal;Santiago Abascal;Pedro Sánchez;Santiago Abascal;Santiago Abascal;Pedro Sánchez;Santiago Abascal;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez
1102;Mujer;65+;Almería;Más de 10.000;Sí, con uno/a de 18 años o más;Media;Trabaja;Segundo grado, segundo ciclo;10 con toda seguridad, iría a votar;Vox;Vox;PP (Partido Popular);7;Menos de 60 años;Me es indiferente;Con experiencia laboral en el sector privado;Me es indiferente;Alberto Núñez Feijóo;Santiago Abascal;Santiago Abascal;Santiago Abascal;Santiago Abascal;Santiago Abascal;Santiago Abascal;Alberto Núñez Feijóo;Santiago Abascal;Santiago Abascal;Pedro Sánchez;Alberto Núñez Feijóo;Pedro Sánchez;Pedro Sánchez;Yolanda Díaz;Alberto Núñez Feijóo;Pedro Sánchez;Alberto Núñez Feijóo;Santiago Abascal;Santiago Abascal;Santiago Abascal;Santiago Abascal;Santiago Abascal
1103;Hombre;55-64;Valencia/València;Más de 10.000;No convivo con ningún/a hijo/a;Alta / Media Alta;Pensionista;Tercer grado, segundo ciclo y más;10 con toda seguridad, iría a votar;PP (Partido Popular);PP (Partido Popular);PSOE (Partido Socialista Obrero Español);5;Más de 60 años;Me es indiferente;Con experiencia laboral en el sector privado;Con una carrera profesional fuera de la política;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Alberto Núñez Feijóo;Pedro Sánchez;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo
1104;Mujer;45-54;Cáceres;Menos de 10.000;Sí, con uno/a de 9 a 12 años;Media baja / Baja;Parado;Tercer grado, primer ciclo;10 con toda seguridad, iría a votar;PSOE (Partido Socialista Obrero Español);PSOE (Partido Socialista Obrero Español);PSOE (Partido Socialista Obrero Español);3;Menos de 60 años;Me es indiferente;Con experiencia laboral en el sector público;Con una carrera profesional fuera de la política;Pedro Sánchez;Yolanda Díaz;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Yolanda Díaz;Santiago Abascal;Santiago Abascal;Santiago Abascal;Santiago Abascal;Santiago Abascal;Yolanda Díaz;Pedro Sánchez;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz;Alberto Núñez Feijóo
1105;Mujer;35-44;Albacete;Más de 10.000;No convivo con ningún/a hijo/a;Alta / Media Alta;Trabajo del hogar no remunerado;Tercer grado, segundo ciclo y más;10 con toda seguridad, iría a votar;Más País (Equo, Compromís, CHA);Más País (Equo, Compromís, CHA);Unidas Podemos (Podemos, Izquierda Unida, En Comú Podem, En;4;Me es indiferente;Me es indiferente;Me es indiferente;Me es indiferente;Yolanda Díaz;Pedro Sánchez;Alberto Núñez Feijóo;Yolanda Díaz;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Yolanda Díaz;Yolanda Díaz;Alberto Núñez Feijóo;Santiago Abascal;Santiago Abascal;Santiago Abascal;Santiago Abascal;Santiago Abascal;Yolanda Díaz;Santiago Abascal;Yolanda Díaz;Yolanda Díaz;Pedro Sánchez;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz
1106;Hombre;55-64;Madrid;Más de 10.000;Sí, con uno/a de 13 a 17 años;Media;Trabaja;Segundo grado, segundo ciclo;8;PSOE (Partido Socialista Obrero Español);PSOE (Partido Socialista Obrero Español);PSOE (Partido Socialista Obrero Español);3;Menos de 60 años;Me es indiferente;Me es indiferente;Me es indiferente;Yolanda Díaz;Yolanda Díaz;Alberto Núñez Feijóo;Yolanda Díaz;Pedro Sánchez;Pedro Sánchez;Santiago Abascal;Alberto Núñez Feijóo;Pedro Sánchez;Santiago Abascal;Santiago Abascal;Santiago Abascal;Santiago Abascal;Santiago Abascal;Santiago Abascal;Yolanda Díaz;Santiago Abascal;Pedro Sánchez;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz
1107;Mujer;18-24;Madrid;Más de 10.000;No convivo con ningún/a hijo/a;Alta / Media Alta;Estudiante;Segundo grado, segundo ciclo;10 con toda seguridad, iría a votar;No lo sé;PP (Partido Popular);Voté en blanco;7;Menos de 60 años;Me es indiferente;Con experiencia laboral en el sector público;Con una carrera profesional dentro de la política;Yolanda Díaz;Yolanda Díaz;Pedro Sánchez;Pedro Sánchez;Yolanda Díaz;Pedro Sánchez;Pedro Sánchez;Yolanda Díaz;Yolanda Díaz;Pedro Sánchez;Santiago Abascal;Santiago Abascal;Santiago Abascal;Santiago Abascal;Santiago Abascal;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz;Pedro Sánchez
1108;Hombre;65+;Málaga;Más de 10.000;No convivo con ningún/a hijo/a;Alta / Media Alta;Trabaja;Tercer grado, segundo ciclo y más;10 con toda seguridad, iría a votar;PP (Partido Popular);PP (Partido Popular);PP (Partido Popular);8;Menos de 60 años;De clase media-alta o alta;Con experiencia laboral en el sector público;Con una carrera profesional fuera de la política;Alberto Núñez Feijóo;Santiago Abascal;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Santiago Abascal;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Santiago Abascal;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo
1109;Hombre;65+;Sevilla;Más de 10.000;No convivo con ningún/a hijo/a;Media baja / Baja;Pensionista;Segundo grado, primer ciclo y menos;10 con toda seguridad, iría a votar;Unidas Podemos (Podemos, Izquierda Unida, En Comú Podem, En Común Unidas Podemos…);Unidas Podemos (Podemos, Izquierda Unida, En Comú Podem, En Común Unidas Podemos…);Unidas Podemos (Podemos, Izquierda Unida, En Comú Podem, En;1;Me es indiferente;Me es indiferente;Me es indiferente;Me es indiferente;Yolanda Díaz;Yolanda Díaz;Pedro Sánchez;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz;Santiago Abascal;Santiago Abascal;Santiago Abascal;Santiago Abascal;Santiago Abascal;Yolanda Díaz;Santiago Abascal;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz
1110;Hombre;35-44;Sevilla;Más de 10.000;Sí, con uno/a de 0 a 8 años;Alta / Media Alta;Trabaja;Tercer grado, primer ciclo;6;Votaré en blanco;Ninguno;PSOE (Partido Socialista Obrero Español);5;Menos de 60 años;Me es indiferente;Me es indiferente;Con una carrera profesional fuera de la política;Yolanda Díaz;Yolanda Díaz;Alberto Núñez Feijóo;Yolanda Díaz;Pedro Sánchez;Yolanda Díaz;Pedro Sánchez;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Santiago Abascal;Pedro Sánchez;Santiago Abascal;Alberto Núñez Feijóo;Santiago Abascal;Pedro Sánchez;Pedro Sánchez;Santiago Abascal;Alberto Núñez Feijóo;Yolanda Díaz;Pedro Sánchez;Yolanda Díaz;Alberto Núñez Feijóo;Yolanda Díaz
1111;Mujer;25-34;Asturias;Menos de 10.000;No convivo con ningún/a hijo/a;Alta / Media Alta;Trabaja;Tercer grado, segundo ciclo y más;8;PSOE (Partido Socialista Obrero Español);PSOE (Partido Socialista Obrero Español);Unidas Podemos (Podemos, Izquierda Unida, En Comú Podem, En;2;Me es indiferente;De clase media-baja o baja;Con experiencia laboral en el sector privado;Me es indiferente;Pedro Sánchez;Pedro Sánchez;Alberto Núñez Feijóo;Yolanda Díaz;Pedro Sánchez;Yolanda Díaz;Yolanda Díaz;Pedro Sánchez;Yolanda Díaz;Alberto Núñez Feijóo;Santiago Abascal;Alberto Núñez Feijóo;Santiago Abascal;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Yolanda Díaz;Alberto Núñez Feijóo;Pedro Sánchez;Yolanda Díaz;Yolanda Díaz;Pedro Sánchez;Yolanda Díaz;Pedro Sánchez
1112;Hombre;55-64;Cáceres;Más de 10.000;Sí, con uno/a de 13 a 17 años;Alta / Media Alta;Trabaja;Segundo grado, segundo ciclo;10 con toda seguridad, iría a votar;PP (Partido Popular);Vox;PP (Partido Popular);8;Menos de 60 años;Me es indiferente;Me es indiferente;Con una carrera profesional fuera de la política;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Santiago Abascal;Alberto Núñez Feijóo;Santiago Abascal;Santiago Abascal;Alberto Núñez Feijóo;Santiago Abascal;Santiago Abascal;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Alberto Núñez Feijóo;Pedro Sánchez;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Santiago Abascal;Alberto Núñez Feijóo;Santiago Abascal;Alberto Núñez Feijóo
1113;Hombre;45-54;Madrid;Más de 10.000;Sí, con uno/a de 13 a 17 años;Media;Parado;Segundo grado, segundo ciclo;10 con toda seguridad, iría a votar;No lo sé;PSOE (Partido Socialista Obrero Español);PSOE (Partido Socialista Obrero Español);4;Más de 60 años;Me es indiferente;Con experiencia laboral en el sector privado;Con una carrera profesional fuera de la política;Yolanda Díaz;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Yolanda Díaz;Yolanda Díaz;Santiago Abascal;Pedro Sánchez;Yolanda Díaz;Yolanda Díaz;Santiago Abascal;Santiago Abascal;Santiago Abascal;Pedro Sánchez;Santiago Abascal;Santiago Abascal;Pedro Sánchez;Santiago Abascal;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz;Alberto Núñez Feijóo
1114;Hombre;45-54;Sevilla;Más de 10.000;Sí, con uno/a de 0 a 8 años;Media baja / Baja;Trabaja;Segundo grado, primer ciclo y menos;10 con toda seguridad, iría a votar;Prefiero no contestar;Ninguno;Prefiero no contestar;No lo sé;Menos de 60 años;Me es indiferente;Me es indiferente;Me es indiferente;Pedro Sánchez;Santiago Abascal;Alberto Núñez Feijóo;Yolanda Díaz;Yolanda Díaz;Santiago Abascal;Alberto Núñez Feijóo;Santiago Abascal;Alberto Núñez Feijóo;Santiago Abascal;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Pedro Sánchez;Yolanda Díaz;Pedro Sánchez;Yolanda Díaz;Yolanda Díaz;Pedro Sánchez;Pedro Sánchez;Santiago Abascal;Yolanda Díaz;Santiago Abascal;Yolanda Díaz
1115;Mujer;65+;Tarragona;Menos de 10.000;No convivo con ningún/a hijo/a;Media baja / Baja;Pensionista;Segundo grado, segundo ciclo;10 con toda seguridad, iría a votar;No lo sé;Vox;PSOE (Partido Socialista Obrero Español);5;Menos de 60 años;De clase media-baja o baja;Me es indiferente;Me es indiferente;Santiago Abascal;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Santiago Abascal;Santiago Abascal;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Santiago Abascal;Pedro Sánchez;Santiago Abascal;Pedro Sánchez;Alberto Núñez Feijóo;Pedro Sánchez;Santiago Abascal;Santiago Abascal;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz
1116;Hombre;55-64;Castellón/Castelló;Más de 10.000;No convivo con ningún/a hijo/a;Alta / Media Alta;Trabaja;Tercer grado, segundo ciclo y más;10 con toda seguridad, iría a votar;PP (Partido Popular);PP (Partido Popular);PP (Partido Popular);7;Menos de 60 años;De clase media-alta o alta;Con experiencia laboral en el sector privado;Con una carrera profesional fuera de la política;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Santiago Abascal;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Santiago Abascal;Yolanda Díaz;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Santiago Abascal;Pedro Sánchez;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo
1117;Hombre;55-64;Barcelona;Más de 10.000;No convivo con ningún/a hijo/a;Media;Trabaja;Tercer grado, segundo ciclo y más;10 con toda seguridad, iría a votar;PSOE (Partido Socialista Obrero Español);No lo sé;PSOE (Partido Socialista Obrero Español);5;Más de 60 años;Me es indiferente;Con experiencia laboral en el sector público;Me es indiferente;Pedro Sánchez;Alberto Núñez Feijóo;Pedro Sánchez;Pedro Sánchez;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Pedro Sánchez;Santiago Abascal;Yolanda Díaz;Yolanda Díaz;Santiago Abascal;Santiago Abascal;Yolanda Díaz;Pedro Sánchez;Yolanda Díaz;Pedro Sánchez;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Pedro Sánchez;Pedro Sánchez;Alberto Núñez Feijóo
1118;Hombre;55-64;Madrid;Más de 10.000;No convivo con ningún/a hijo/a;Media baja / Baja;Parado;Segundo grado, segundo ciclo;10 con toda seguridad, iría a votar;Vox;Vox;Vox;7;Me es indiferente;Me es indiferente;Con experiencia laboral en el sector privado;Con una carrera profesional fuera de la política;Santiago Abascal;Santiago Abascal;Santiago Abascal;Santiago Abascal;Santiago Abascal;Santiago Abascal;Santiago Abascal;Santiago Abascal;Santiago Abascal;Santiago Abascal;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Santiago Abascal;Pedro Sánchez;Santiago Abascal;Santiago Abascal;Santiago Abascal;Santiago Abascal;Santiago Abascal;Santiago Abascal
1119;Mujer;35-44;Zaragoza;Más de 10.000;No convivo con ningún/a hijo/a;Alta / Media Alta;Trabaja;Tercer grado, primer ciclo;8;No lo sé;No lo sé;No lo sé;3;Menos de 60 años;De clase media-baja o baja;Me es indiferente;Con una carrera profesional fuera de la política;Yolanda Díaz;Yolanda Díaz;Alberto Núñez Feijóo;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Pedro Sánchez;Santiago Abascal;Pedro Sánchez;Pedro Sánchez;Yolanda Díaz;Pedro Sánchez;Santiago Abascal;Pedro Sánchez;Santiago Abascal;Yolanda Díaz;Alberto Núñez Feijóo;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz
1120;Mujer;25-34;Valencia/València;Más de 10.000;No convivo con ningún/a hijo/a;Media;Trabaja;Tercer grado, primer ciclo;10 con toda seguridad, iría a votar;PSOE (Partido Socialista Obrero Español);PSOE (Partido Socialista Obrero Español);PSOE (Partido Socialista Obrero Español);5;Menos de 60 años;De clase media-baja o baja;Con experiencia laboral en el sector público;Con una carrera profesional fuera de la política;Pedro Sánchez;Pedro Sánchez;Alberto Núñez Feijóo;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Yolanda Díaz;Pedro Sánchez;Santiago Abascal;Alberto Núñez Feijóo;Santiago Abascal;Yolanda Díaz;Santiago Abascal;Santiago Abascal;Pedro Sánchez;Santiago Abascal;Yolanda Díaz;Alberto Núñez Feijóo;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz
1121;Mujer;25-34;Málaga;Más de 10.000;No convivo con ningún/a hijo/a;Media baja / Baja;Trabaja;Segundo grado, segundo ciclo;5;Vox;Vox;No voté;9;Menos de 60 años;De clase media-alta o alta;Con experiencia laboral en el sector privado;Con una carrera profesional fuera de la política;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Santiago Abascal;Santiago Abascal;Santiago Abascal;Santiago Abascal;Santiago Abascal;Pedro Sánchez;Santiago Abascal;Yolanda Díaz;Santiago Abascal;Santiago Abascal;Pedro Sánchez;Yolanda Díaz;Santiago Abascal
1122;Mujer;55-64;Madrid;Más de 10.000;Sí, con uno/a de 18 años o más;Alta / Media Alta;Trabaja;Tercer grado, primer ciclo;10 con toda seguridad, iría a votar;Más País (Equo, Compromís, CHA);Más País (Equo, Compromís, CHA);Más País (Equo, Més Compromís, CHA);3;Menos de 60 años;De clase media-baja o baja;Me es indiferente;Con una carrera profesional fuera de la política;Yolanda Díaz;Pedro Sánchez;Alberto Núñez Feijóo;Yolanda Díaz;Yolanda Díaz;Santiago Abascal;Pedro Sánchez;Pedro Sánchez;Yolanda Díaz;Santiago Abascal;Alberto Núñez Feijóo;Santiago Abascal;Alberto Núñez Feijóo;Santiago Abascal;Santiago Abascal;Pedro Sánchez;Santiago Abascal;Pedro Sánchez;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz
1123;Hombre;35-44;Araba/Álava;Más de 10.000;No convivo con ningún/a hijo/a;Media;Trabaja;Tercer grado, segundo ciclo y más;9;EAJ - PNV;EAJ - PNV;EAJ – PNV;4;Menos de 60 años;De clase media-baja o baja;Con experiencia laboral en el sector privado;Con una carrera profesional fuera de la política;Alberto Núñez Feijóo;Pedro Sánchez;Alberto Núñez Feijóo;Pedro Sánchez;Pedro Sánchez;Santiago Abascal;Santiago Abascal;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Santiago Abascal;Santiago Abascal;Santiago Abascal;Alberto Núñez Feijóo;Santiago Abascal;Santiago Abascal;Pedro Sánchez;Santiago Abascal;Alberto Núñez Feijóo;Pedro Sánchez;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz;Alberto Núñez Feijóo
1124;Mujer;25-34;Madrid;Más de 10.000;Sí, con uno/a de 9 a 12 años;Alta / Media Alta;Trabaja;Tercer grado, primer ciclo;10 con toda seguridad, iría a votar;No lo sé;PP (Partido Popular);PSOE (Partido Socialista Obrero Español);6;Menos de 60 años;De clase media-alta o alta;Me es indiferente;Con una carrera profesional dentro de la política;Yolanda Díaz;Santiago Abascal;Alberto Núñez Feijóo;Santiago Abascal;Yolanda Díaz;Santiago Abascal;Yolanda Díaz;Alberto Núñez Feijóo;Yolanda Díaz;Santiago Abascal;Pedro Sánchez;Yolanda Díaz;Pedro Sánchez;Pedro Sánchez;Alberto Núñez Feijóo;Santiago Abascal;Alberto Núñez Feijóo;Yolanda Díaz;Santiago Abascal;Santiago Abascal;Yolanda Díaz;Yolanda Díaz;Alberto Núñez Feijóo
1125;Hombre;35-44;Castellón/Castelló;Más de 10.000;No convivo con ningún/a hijo/a;Alta / Media Alta;Trabaja;Segundo grado, primer ciclo y menos;0 con toda seguridad, NO iría a votar;No votaré;Ninguno;Unidas Podemos (Podemos, Izquierda Unida, En Comú Podem, En;No lo sé;Me es indiferente;Me es indiferente;Me es indiferente;Me es indiferente;Yolanda Díaz;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Yolanda Díaz;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz;Alberto Núñez Feijóo;Santiago Abascal;Santiago Abascal;Santiago Abascal;Pedro Sánchez;Santiago Abascal;Alberto Núñez Feijóo;Santiago Abascal;Yolanda Díaz;Santiago Abascal;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz
